Job Title,Organisation,Monthly Payment,Contract Type,Category,Closing,Location,Full-Time Equivalent (FTE),Opening
RGN or RMN Nurse Opportunity not to be missed  Guildford,Compass Associates Ltd,2208.33,,Healthcare and Nursing,2012-08-12 12:00:00,Guildford,FULL TIME,2012-07-13 12:00:00
Community Nurse  Adult  Bristol,JP Recruitment,2416.67,,Healthcare and Nursing,2012-08-30 15:00:00,Bristol,FULL TIME,2012-07-01 15:00:00
"NEW  RGN, Sexual Health, Family Planning, Registered Nurse  Chelmsford",JP Recruitment,2625.0,,Healthcare and Nursing,2012-03-12 00:00:00,Chelmsford,FULL TIME,2012-01-12 00:00:00
Home Manager  Nursing Home  Bath,Liquid Personnel Ltd,2791.67,,Healthcare and Nursing,2012-08-01 15:00:00,Bath,FULL TIME,2012-05-03 15:00:00
Nursing Home Manager  Horsham,Liquid Personnel Ltd,3458.33,,Healthcare and Nursing,2013-10-01 15:00:00,Horsham,FULL TIME,2013-07-03 15:00:00
Theatre Nurse/ ODP skills: Anaesthetics  Portsmouth,HCL Nursing,3840.0,,Healthcare and Nursing,2012-12-21 12:00:00,Portsmouth,FULL TIME,2012-09-22 12:00:00
Theatre Scrub Nurse / ODP  Leeds,HCL Nursing,4000.0,,Healthcare and Nursing,2013-02-03 12:00:00,Leeds,FULL TIME,2012-11-05 12:00:00
RGN Nights  Stockport,Randstad Care,2083.33,,Healthcare and Nursing,2013-02-09 00:00:00,Stockport,FULL TIME,2012-11-11 00:00:00
LECTURESHIP IN ECONOMICS,University of Strathclyde,2897.0,,Teaching,2013-04-15 00:00:00,Scotland,,2013-03-16 00:00:00
Design Engineer  FREE REPLACEMENT,Huxley Associates,2958.33,Permanent,Engineering,2013-05-14 12:00:00,North West England,FULL TIME,2013-02-13 12:00:00
Deputy Engineering Manager,EWI Recruitment,4750.0,Fixed Term Contract,Engineering,2012-07-25 15:00:00,UK,,2012-05-26 15:00:00
Elevated Surveyor,EWI Recruitment,4500.0,Fixed Term Contract,Engineering,2012-06-05 15:00:00,UK,,2012-05-22 15:00:00
ENGINEERING GEOLOGIST/GEOTECHNICAL ENGINEER – Castleford,Confidential Company,1875.0,Permanent,Engineering,2012-12-06 15:00:00,Castleford,,2012-11-06 15:00:00
"Nursery Nurse Opportunity, Bath",Hays Education ,1200.0,Fixed Term Contract,Teaching,2014-01-02 15:00:00,Bristol,FULL TIME,2013-12-03 15:00:00
Nursery manager  Altrincham,Bamboo Childcare,1973.92,Permanent,Teaching,2012-08-25 00:00:00,Altrincham,FULL TIME,2012-07-26 00:00:00
Deputy Managers Required Across London and Bristol,Magic Roundabout Nurseries Ltd,1666.67,Permanent,Teaching,2013-02-13 15:00:00,UK,FULL TIME,2013-01-14 15:00:00
**** Early Years Practitioners posts,Pre school Learning Alliance,1037.58,,Teaching,2012-10-30 00:00:00,UK,,2012-08-31 00:00:00
Deputy Charge Nurse  Mental Health,Liquid Personnel,2791.67,Permanent,Healthcare and Nursing,2013-03-05 15:00:00,West Sussex,,2013-02-03 15:00:00
Tax & Trust Advisors,Employment Enjoyment Ltd,2625.0,Permanent,Finance and Accounting,2012-06-10 12:00:00,Gloucestershire,,2012-05-11 12:00:00
CRA **** or Clinical Research Associate ****,SEC Recruitment Limited,2708.33,Permanent,Healthcare and Nursing,2013-04-09 12:00:00,UK,,2013-02-08 12:00:00
Ward Manager (RMN) North London  Permanent,Liquid Personnel,3541.67,Permanent,Healthcare and Nursing,2013-09-17 12:00:00,North London,,2013-07-19 12:00:00
Nurse Educators/Nurse Trainers  Qatar,STR Group Limited,3750.0,Permanent,Healthcare and Nursing,2014-01-06 12:00:00,UK,,2013-12-07 12:00:00
Theatre Nurses  RGN,Liquid Personnel,2083.33,Permanent,Healthcare and Nursing,2013-04-25 15:00:00,Northamptonshire,,2013-01-25 15:00:00
Data Quality Analyst; SQL; SSRS; Holborn; up to ****k 6 months,Langley James Limited,2291.67,Fixed Term Contract,Information Technology,2012-12-04 12:00:00,London,,2012-11-04 12:00:00
Part Time Telesales  Customer Care Account Manager,beITrecruitment Limited,1416.67,Permanent,Sales,2013-08-22 00:00:00,Macclesfield,,2013-06-23 00:00:00
Sales Manager  International Sales,beITrecruitment Limited,3333.33,Permanent,Sales,2013-03-26 15:00:00,Cheshire,,2013-01-25 15:00:00
Data Quality Manager/Senior Data Analyst Holborn 60k pro rata,Langley James Limited,4583.33,Fixed Term Contract,Information Technology,2012-12-25 15:00:00,London,,2012-12-11 15:00:00
Net Developer; Manchester **** pd 3 Months,Langley James Limited,5000.0,Fixed Term Contract,Information Technology,2012-09-27 00:00:00,Manchester,,2012-09-13 00:00:00
Maintenance Supervisor  CNC Machines / Plant Services,Technical Placements Ltd,2791.67,Permanent,Engineering,2012-06-28 12:00:00,Leicester,,2012-05-29 12:00:00
NET Developer  Insurance Firm Nottingham,Noir Consulting,3333.33,Permanent,Information Technology,2012-11-01 15:00:00,Nottingham,,2012-08-03 15:00:00
"Networking, Storage Tester",Definitive,3125.0,Permanent,Information Technology,2014-01-04 00:00:00,Bracknell,,2013-11-05 00:00:00
Senior Insight Analyst  SAS/Modelling London  ****  ****k,SEC Recruitment Limited,3333.33,Permanent,Information Technology,2012-06-17 00:00:00,The City,,2012-04-18 00:00:00
Software Developer Drupal/LAMP South West,NonStop Recruitment,2708.33,Permanent,Information Technology,2013-10-08 00:00:00,South West England,,2013-09-08 00:00:00
Java/J****EE/JEE Software Developer North London/Hertfordshire Financial Software House,Oho Group,3750.0,Permanent,Information Technology,2012-09-12 15:00:00,North London,,2012-08-13 15:00:00
Mailing/Packaging Equipment Engineer  West Yorkshire  ****K,Hammond Recruitment,1791.67,Permanent,Engineering,2012-05-08 00:00:00,West Yorkshire,,2012-03-09 00:00:00
Senior Java Developer Entertainment Industry,Oho Group,4583.33,Permanent,Information Technology,2013-01-20 00:00:00,London,,2012-10-22 00:00:00
"Embedded Software Engineer Embedded C, C++ RTOS Wireless Excellent Bonus",Monarch Recruitment Limited,3750.0,Permanent,Engineering,2013-10-22 00:00:00,Cambridge,,2013-07-24 00:00:00
"Swedish Inside Sales Representative ****K OTE London, UK",BeesWax Europe,2083.33,Permanent,Sales,2012-07-24 12:00:00,London,,2012-05-25 12:00:00
IT Infrastructure/Cloud Service Delivery Manager  London,radius recruitment,4375.0,Permanent,Information Technology,2012-05-27 00:00:00,London,,2012-03-28 00:00:00
Senior/ lead android developer  Native/ java,Explore Group,4375.0,Permanent,Information Technology,2013-12-23 12:00:00,London,,2013-11-23 12:00:00
Senior Statistical Programmer Leading CRO,NonStop Recruitment,3958.33,Permanent,Healthcare and Nursing,2013-05-18 15:00:00,London,,2013-04-18 15:00:00
"Java Developer Extreme, Agile, MSc, PhD, Cambridge",Monarch Recruitment Limited,2916.67,Permanent,Information Technology,2012-08-26 12:00:00,Cambridge,,2012-05-28 12:00:00
"Law, Citizenship, Goverment & Politics",Trust Education Limited,2625.0,Fixed Term Contract,Teaching,2013-05-22 12:00:00,East London,,2013-04-22 12:00:00
Instrumentation And Controls Engineer,Future Engineering Recruitment Ltd,3125.0,Permanent,Engineering,2014-01-07 12:00:00,Wrexham,,2013-10-09 12:00:00
Head of Care  Elderly,Liquid Personnel,4041.67,Permanent,Healthcare and Nursing,2012-10-25 15:00:00,Oxfordshire,,2012-07-27 15:00:00
CDP Pastry  Central London  New Opening  ****k,HC Solutions Ltd,1750.0,Permanent,Hospitality and Catering,2014-02-22 15:00:00,London,,2013-12-24 15:00:00
Mergers Acquisitions Senior Manager Financial Services London,MDM Consultants Limited,7500.0,Permanent,Finance and Accounting,2013-12-11 12:00:00,London,,2013-11-11 12:00:00
"Manager  Senior Manager, Regulatory Risk Consulting",Goodman Masson Recruitment Services Ltd,6458.33,Permanent,Finance and Accounting,2014-02-03 00:00:00,The City,,2013-11-05 00:00:00
Finance Compliance Director,Harrison Holgate,7500.0,Permanent,Finance and Accounting,2013-04-15 15:00:00,The City,,2013-01-15 15:00:00
Senior Expenses Manager,Oliver James Associates Limited,6250.0,Permanent,Finance and Accounting,2013-06-07 12:00:00,The City,,2013-03-09 12:00:00
Consultant  Credit Risk,Albany Beck Consulting Ltd,5208.33,Permanent,Finance and Accounting,2013-03-09 00:00:00,London,,2013-01-08 00:00:00
Capital Markets Management Accountant,Albany Beck Consulting Ltd,4583.33,Permanent,Finance and Accounting,2012-08-07 00:00:00,London,,2012-06-08 00:00:00
Covered Bonds Credit Analyst,Randstad Financial Professional Ltd,5541.67,Permanent,Finance and Accounting,2013-01-07 00:00:00,London,,2012-11-08 00:00:00
SENIOR BUSINESS BANKING RELATIONSHIP MANAGER  EXCELLENT OPPORTUNITY,The Oakland Partnership Limited,4166.67,Permanent,Finance and Accounting,2013-08-20 12:00:00,North London,,2013-06-21 12:00:00
Internal Sales Executive  Corporate Communications,Genesis Associates  Ltd,1750.0,Permanent,Sales,2013-05-06 00:00:00,The City,,2013-02-05 00:00:00
BI Developer  Business Intelligence/Databases/Data Warehouses,Hewett Recruitment Ltd,2291.67,Permanent,Information Technology,2013-04-27 12:00:00,Worcester,,2013-01-27 12:00:00
"Senior Software Developer Net; C,MVC;SQL Server; Cheshire ****k",Langley James Limited,2708.33,Permanent,Information Technology,2013-01-19 00:00:00,Cheshire,,2012-10-21 00:00:00
Loans Analyst,Blayney Personnel Limited,3541.67,Permanent,Finance and Accounting,2012-04-07 12:00:00,London,,2012-02-07 12:00:00
Newly Qualified Associate,Reed Finance,3541.67,Permanent,Finance and Accounting,2012-11-01 00:00:00,London,,2012-08-03 00:00:00
CDP PastryLondonMembers Club ****k  MonFri,HC Solutions Ltd,1666.67,Permanent,Hospitality and Catering,2012-11-29 15:00:00,London,,2012-09-30 15:00:00
Financial Control Officer  Regulatory Reporting,Hays Financial Markets,3333.33,Permanent,Finance and Accounting,2013-06-15 12:00:00,The City,,2013-05-16 12:00:00
Management Accountant  London,Morgan McKinley Group Limited,3250.0,Fixed Term Contract,Finance and Accounting,2012-09-01 15:00:00,The City,,2012-08-18 15:00:00
Risk Manager  FSA / Regulatory Frameworks,Incite Solutions Ltd,3125.0,Permanent,Finance and Accounting,2012-08-06 00:00:00,Bath,,2012-06-07 00:00:00
Relationship / Sales executive  Multilingual,C.K.R. Recruitment Limited,2500.0,Permanent,"PR, Advertising and Marketing",2014-01-01 00:00:00,London,,2013-10-03 00:00:00
Sous Chef PastryLondon****hrs**** Boutique ****k,HC Solutions Ltd,2250.0,Permanent,Hospitality and Catering,2014-01-23 00:00:00,London,,2013-10-25 00:00:00
Corporate Tax Compliance Client Service Administrator,Randstad Financial Professional Ltd,1560.0,Fixed Term Contract,Finance and Accounting,2013-09-30 12:00:00,UK,,2013-09-16 12:00:00
Conference Sponsorship Manager  Financial Sector,Dragonfly,2708.33,Permanent,Sales,2012-10-03 12:00:00,London,,2012-07-05 12:00:00
Theatre Practitioner/Scrub Nurse/Anaesthetics,HCL plc,1916.67,Permanent,Healthcare and Nursing,2012-04-11 12:00:00,Nottingham,,2012-03-12 12:00:00
German Inside Sales Account Manager Prague ****k CZK  ****k CZK OTE,BeesWax Europe,3750.0,Permanent,Sales,2012-06-20 12:00:00,UK,,2012-04-21 12:00:00
Linux/Systems AdministratorNorth London ****k****k,radius recruitment,4583.33,Permanent,Information Technology,2014-02-07 15:00:00,North London,,2013-11-09 15:00:00
Care home Nurses  Liverpool,HCL plc,2038.0,Permanent,Healthcare and Nursing,2013-04-16 00:00:00,Liverpool,,2013-02-15 00:00:00
Nurse  RMN / RNLD  Mental Health Hospital,Liquid Personnel,2458.33,Permanent,Healthcare and Nursing,2013-02-15 15:00:00,Kent,,2012-12-17 15:00:00
Early Years Vocational Learning Advisor,Employment Enjoyment Ltd,1615.0,Permanent,Teaching,2013-04-26 12:00:00,Nottingham,,2013-02-25 12:00:00
Front End Developer (Javascript/HTML/CSS),Bridge Recruitment Uk Ltd,3333.33,Permanent,Information Technology,2013-05-09 12:00:00,The City,,2013-03-10 12:00:00
"C Software Developer X **** (ASPNET) Northwich, ****K",Adria Solutions Ltd,3125.0,Permanent,Information Technology,2012-06-09 12:00:00,Northwich,,2012-05-10 12:00:00
Senior C Developer / Team Lead ****k,UKStaffsearch,3041.67,Permanent,Information Technology,2012-09-03 00:00:00,Aldershot,FULL TIME,2012-06-05 00:00:00
Web Support Administrator,Edge Recruits,2750.0,Permanent,Information Technology,2012-06-01 00:00:00,Exeter,,2012-03-03 00:00:00
Application Support Analyst  Middlesex,THC Recruitment,3750.0,Permanent,Information Technology,2013-08-16 15:00:00,UK,,2013-06-17 15:00:00
Support Worker  Mental Health  South Yorkshire,UKStaffsearch,1250.0,Permanent,Healthcare and Nursing,2013-05-14 00:00:00,Barnsley,FULL TIME,2013-03-15 00:00:00
CCNA Network Analyst,Monarch Recruitment Limited,2791.67,Permanent,Information Technology,2013-09-23 15:00:00,Leicester,,2013-08-24 15:00:00
Experienced Software Developer,Reperio Human Capital Ltd,4375.0,Permanent,Information Technology,2013-11-03 12:00:00,UK,,2013-10-04 12:00:00
Nurse (RGN)  Band 7  Northamptonshire,Service Care Solutions Ltd,2625.0,Fixed Term Contract,Healthcare and Nursing,2014-02-13 15:00:00,Northamptonshire,,2013-12-15 15:00:00
CNC Machinist (Vertical  Horizontal),Rise Technical Recruitment Ltd,1833.33,Permanent,Engineering,2012-12-29 12:00:00,Scunthorpe,,2012-09-30 12:00:00
Senior Pharmacovigilance Officer,SEC Recruitment Limited,2791.67,Permanent,Healthcare and Nursing,2013-12-31 12:00:00,UK,,2013-11-01 12:00:00
Sales Executive x3  Office Supplies,On Target Recruitment Ltd,2208.33,Permanent,Sales,2013-09-25 12:00:00,North London,,2013-08-26 12:00:00
Software Engineer  Oxford,ISL,3333.33,Permanent,Information Technology,2012-07-05 12:00:00,Oxfordshire,,2012-04-06 12:00:00
Area Sales Manager Southern,On Target Recruitment Ltd,3083.33,Permanent,Sales,2012-07-06 00:00:00,UK,,2012-04-07 00:00:00
IT Portfolio Manager/Programme Manager/PM x ****,Crimson Limited,4583.33,Permanent,Information Technology,2013-04-07 15:00:00,Milton Keynes,,2013-03-08 15:00:00
"English Advertising PR Sales Berlin, Germany ****k",BeesWax Europe,2416.67,Permanent,Sales,2012-07-10 00:00:00,UK,,2012-06-10 00:00:00
"Embedded C++ Software Engineer, C, C++",Monarch Recruitment Limited,3125.0,Permanent,Information Technology,2013-10-10 00:00:00,Cheshire,,2013-08-11 00:00:00
"English PreSales Engineer London, UK ****k",BeesWax Europe,3750.0,Permanent,Sales,2012-05-09 15:00:00,London,,2012-02-09 15:00:00
Client Engagement Manager  Programme Manager,Monarch Recruitment Limited,6250.0,Permanent,Information Technology,2012-04-12 15:00:00,London,,2012-01-13 15:00:00
Orthopaedic Account Manager,On Target Recruitment Ltd,3333.33,Permanent,Sales,2013-01-16 00:00:00,Manchester,,2012-10-18 00:00:00
"Front End Developer  HTML5 CSS3 JavaScript, jQuery",Noir Consulting,3541.67,Permanent,Information Technology,2013-12-12 12:00:00,West End,,2013-10-13 12:00:00
Business Development Manager Machine Tools  **** OTE,h2 Recruit Ltd,2916.67,Permanent,Sales,2012-09-23 00:00:00,Andover,,2012-07-25 00:00:00
Senior Regional Sales  Medical furniture & equipment,On Target Recruitment Ltd,2375.0,Permanent,Sales,2013-11-17 12:00:00,UK,,2013-10-18 12:00:00
SAP BW Analyst  West Midlands,Crimson Limited,6990.0,Fixed Term Contract,Information Technology,2013-05-07 12:00:00,West Midlands,,2013-03-08 12:00:00
Lead SQL Server Developer,Ashton Consulting  Ltd,3750.0,Permanent,Information Technology,2013-10-04 12:00:00,Bath,,2013-09-04 12:00:00
Lead Database Developer,Ashton Consulting  Ltd,2708.33,Permanent,Information Technology,2013-11-28 00:00:00,Swindon,,2013-09-29 00:00:00
Global Head of Customer and Market Insight,Ashton Consulting  Ltd,5416.67,Permanent,Information Technology,2012-09-30 12:00:00,The City,,2012-08-01 12:00:00
ODP  Scrub and Anaesthetics,Eclypse Recruitment,2145.83,Permanent,Healthcare and Nursing,2014-02-21 12:00:00,Norwich,,2013-11-23 12:00:00
Technical Sales/Proposals Engineer,Castle Employment Agency,2500.0,Permanent,Engineering,2012-10-06 00:00:00,North Yorkshire,,2012-08-07 00:00:00
CONSULTANT SOCIAL WORKER ROLES,HCL plc,3333.33,Permanent,Healthcare and Nursing,2012-09-17 15:00:00,Essex,,2012-08-18 15:00:00
Car Jobs  Vehicle Sales Executive,Holt Recruitment,2562.5,Permanent,Sales,2012-07-25 15:00:00,Hertfordshire,,2012-05-26 15:00:00
WANTED  Medical Information Officers/Mangers,NonStop Recruitment,4208.33,Permanent,Healthcare and Nursing,2012-09-26 15:00:00,South East England,,2012-07-28 15:00:00
Business Analyst  Holborn up to ****k,Langley James Limited,3375.0,Permanent,Information Technology,2012-10-28 00:00:00,London,,2012-08-29 00:00:00
CNC Programmer (Supervisor),Rise Technical Recruitment Ltd,2291.67,Permanent,Engineering,2013-06-30 12:00:00,Worksop,,2013-05-31 12:00:00
"NET Application Developer  ASPNET, c",Monarch Recruitment Limited,3333.33,Permanent,Information Technology,2012-07-24 15:00:00,Reading,,2012-06-24 15:00:00
HEAD OF DATA  CENTRAL LONDON  ****K BASIC,Engage PSG,3125.0,Permanent,Sales,2012-06-29 00:00:00,London,,2012-03-31 00:00:00
C/Web Developer  World Leading Software House,Oho Group,2250.0,Permanent,Information Technology,2014-01-10 12:00:00,Cambridge,,2013-10-12 12:00:00
Application Support Engineer  London  ****,Oho Group,3125.0,Permanent,Information Technology,2012-07-05 15:00:00,London,,2012-05-06 15:00:00
Senior/Principal Microsoft Desktop Consultant,Polar Recruitment Services Ltd,5208.33,Permanent,Information Technology,2013-08-11 12:00:00,London,,2013-06-12 12:00:00
Moulding Setter Supervisor,Rise Technical Recruitment Ltd,2041.67,Permanent,Engineering,2012-05-23 00:00:00,Barnstaple,,2012-02-23 00:00:00
Business Improvement Programme Manager,ISL,5000.0,Permanent,Finance and Accounting,2013-03-04 12:00:00,Bournemouth,,2013-02-02 12:00:00
Midweight/Senior Designer  Cambridgeshire  Up to ****k,Explore Group,3125.0,Permanent,Information Technology,2012-11-15 12:00:00,Cambridgeshire,,2012-08-17 12:00:00
Area Sales Manager  Orthopaedics,On Target Recruitment Ltd,2916.67,Permanent,Sales,2012-10-08 00:00:00,Birmingham,,2012-08-09 00:00:00
Computer Field Service Technican,Extra Personnel Ltd,1480.0,Fixed Term Contract,Information Technology,2013-03-25 00:00:00,Maidstone,,2013-01-24 00:00:00
Lift Service Sales Manager  Glasgow,THC Recruitment,2208.33,Permanent,Engineering,2012-07-16 12:00:00,Glasgow,,2012-05-17 12:00:00
Business Analyst  Digital Programme,Preferred IT,7030.0,Fixed Term Contract,Information Technology,2013-10-27 12:00:00,Havant,,2013-10-13 12:00:00
Support Engineer  2nd Line,Preferred IT,1958.33,Permanent,Information Technology,2012-11-19 15:00:00,Portsmouth,,2012-08-21 15:00:00
CNC Grinder CNC Turner,Technical Placements Ltd,1800.0,Permanent,Engineering,2012-06-30 00:00:00,Leicester,,2012-05-31 00:00:00
"English Technical Support Brno, Czech Republic **** CZK",BeesWax Europe,2500.0,Permanent,Information Technology,2012-05-22 12:00:00,UK,,2012-02-22 12:00:00
CRA Germany,SEC Recruitment Limited,4333.33,Permanent,Healthcare and Nursing,2013-01-11 15:00:00,UK,,2012-11-12 15:00:00
Head Pastry ChefLondonMichelin ****k ****k,HC Solutions Ltd,3125.0,Permanent,Hospitality and Catering,2013-06-04 12:00:00,London,,2013-04-05 12:00:00
Recruitment Consultant  Industrial  Walsall,UKStaffsearch,1750.0,Permanent,Sales,2013-01-24 15:00:00,Walsall,FULL TIME,2012-10-26 15:00:00
Management Accountant  Ipswich,UKStaffsearch,2458.33,Permanent,Finance and Accounting,2012-11-02 12:00:00,Ipswich,FULL TIME,2012-10-03 12:00:00
Graduate Sales Engineer  Software,UKStaffsearch,1791.67,Permanent,Engineering,2013-10-15 00:00:00,Cambridge,FULL TIME,2013-09-15 00:00:00
Field Sales Executive  Telecoms & Mobile Data Services,UKStaffsearch,1916.67,Permanent,Sales,2012-04-20 15:00:00,Gateshead,FULL TIME,2012-03-21 15:00:00
"QC Laboratory Technician  Chemical, London",UKStaffsearch,1584.0,Permanent,Engineering,2012-11-06 15:00:00,The City,FULL TIME,2012-08-08 15:00:00
CNC Wood Machinist,UKStaffsearch,1936.0,Permanent,Engineering,2013-03-15 00:00:00,Swansea,FULL TIME,2012-12-15 00:00:00
Sales Manager  Home based,UKStaffsearch,4166.67,Permanent,Sales,2012-03-08 00:00:00,Camberley,FULL TIME,2012-02-07 00:00:00
Executive Sales Maintenance contractor,UKStaffsearch,2708.33,Permanent,Sales,2012-05-17 12:00:00,Burnley,FULL TIME,2012-04-17 12:00:00
Network Infrastructure Engineer  Fleet  ****k,UKStaffsearch,3500.0,Permanent,Engineering,2014-01-02 00:00:00,Fleet,FULL TIME,2013-11-03 00:00:00
Junior Sales Executive Swansea ****k  OTE  PROGR,UKStaffsearch,1333.33,Permanent,Sales,2013-10-21 12:00:00,Swansea,FULL TIME,2013-07-23 12:00:00
